model	objective_value
e_coli_core.xml	0.8739215069684305
iAB_RBC_283.xml	2.935561466666667
iAF1260.xml	0.736700938753644
iAF1260b.xml	0.73670093888678
iAF692.xml	0.026780443134533496
iAF987.xml	0.04732237629465738
iAPECO1_1312.xml	0.9824784386661184
iAT_PLT_636.xml	0.0
iB21_1397.xml	0.9756145115851051
iBWG_1329.xml	0.9824784386660834
iCHOv1.xml	0.03236897160200819
ic_1306.xml	1.031922280112683
iE2348C_1286.xml	0.9824784386660091
iEC042_1314.xml	0.9824784386659247
iEC55989_1330.xml	0.9824784386659823
iECABU_c1320.xml	0.9824784386659701
iECBD_1354.xml	0.9756145115851349
iECB_1328.xml	0.982478438665977
iECDH10B_1368.xml	1.0374775435499606
iECDH1ME8569_1439.xml	0.9824784386660084
iEcDH1_1363.xml	0.9824784386659671
iECD_1391.xml	0.9756145115851456
iEcE24377_1341.xml	0.9824784386660086
iECED1_1282.xml	0.9824634433767842
iECH74115_1262.xml	0.9824784386659765
iEcHS_1320.xml	0.9824784386660055
iECIAI1_1343.xml	20.522225629794022
iECIAI39_1322.xml	0.982840964071915
iECNA114_1301.xml	0.9824784386660086
iECO103_1326.xml	0.9824784386659761
iECO111_1330.xml	0.9824784386660157
iECO26_1355.xml	0.9824784386659768
iECOK1_1307.xml	0.9824784386661006
iEcolC_1368.xml	0.9824784386660053
iECP_1309.xml	0.982478438666138
iECS88_1305.xml	0.9824784386659722
iECSE_1348.xml	0.9824784386660467
iECSF_1327.xml	0.9824784386659794
iEcSMS35_1347.xml	0.982478438666006
iECSP_1301.xml	0.9824784386658879
iECs_1301.xml	0.9824784386660004
iECUMN_1333.xml	0.9826920127837764
iECW_1372.xml	0.9824784386659701
iEKO11_1354.xml	0.9824784386659353
iETEC_1333.xml	0.9824784386660023
iG2583_1286.xml	0.9824784386660045
iHN637.xml	0.22445454211988505
iIT341.xml	0.692812693261813
iJB785.xml	0.05390475412790515
iJN678.xml	0.06314983713171131
iJN746.xml	1.4
iJO1366.xml	0.9823718127269743
iJR904.xml	0.9219480950227061
iLB1027_lipid.xml	0.35960670777584186
iLF82_1304.xml	0.9824784386660057
iLJ478.xml	0.22840679202946584
iML1515.xml	0.8769972144269065
iMM1415.xml	0.0
iMM904.xml	0.28786570370403064
iND750.xml	0.09732337586039991
iNF517.xml	0.042634605443373254
iNJ661.xml	0.05254979906344551
iNRG857_1313.xml	0.9824784386660088
iPC815.xml	0.2835583812148237
iRC1080.xml	0.0
iSB619.xml	0.15805029160278689
iSbBS512_1146.xml	0.9828118163905228
iSBO_1134.xml	0.39988017991009595
iSDY_1059.xml	0.937890314061882
iSFV_1184.xml	0.8938577495757329
iSFxv_1172.xml	0.8940890261581945
iSF_1195.xml	0.9145918468942804
iSSON_1240.xml	0.9826450753011775
iS_1188.xml	0.8570768327332421
iUMN146_1321.xml	0.9824784386660055
iUMNK88_1353.xml	0.9824784386659808
iUTI89_1310.xml	0.9824784386659766
iWFL_1372.xml	0.9824784386660043
iY75_1357.xml	0.9824784386659768
iYL1228.xml	1.0426374979773294
iYO844.xml	0.11796638929464365
iZ_1308.xml	0.9824784386659696
RECON1.xml	-1.0408330447519987E-11
Recon3D.xml	755.0032155506631
STM_v1_0.xml	0.47783366076071876